Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
2345,-804318.6273,38270.7061790000,-775205.1382,-830141.4671,680.358600000000,-1734.40792,1012.01941333333,316.256066666667,335968900,1771.44804289720,6327832.50000000,160403.520000000,6661825,5976763,100927464,31416070,217366580,55301544,434.905820000000,70.3534240000000,577.721560000000,282.780670000000,220.679640000000,70.0059360000000,551.076000000000,127.100340000000,-201.48079,3.12760570000000,-192.96132,-211.52744,21914.3460299969
2346,-796433.6275,2497.37596900000,-771352.6563,-826644.4544,554.714800000000,-1919.598926,895.093333333334,279.716666666667,335994750,1770.98198626432,6313516.50000000,179400.620000000,6735317,5905655.50000000,129371440,58639948,446789820,66317480,421.104900000000,84.7470800000000,694.759700000000,242.793090000000,228.381030000000,93.1183600000000,672.224800000000,101.007080000000,-199.82362,3.76898740000000,-191.53732,-210.65427,21925.1095781326
2347,-793464.1453,18892.8688370000,-771445.7703,-819414.273,443.226600000000,-1877.47041,735.560640000000,229.862700000000,336018720,1770.50846235766,6278657,161168.030000000,6648786.50000000,5795469,96841010,26192304,245834400,58909670,370.788180000000,64.4660600000000,553.833200000000,244.926900000000,211.244630000000,90.4100340000000,622.994450000000,106.485470000000,-200.9214,3.20767380000000,-192.42119,-208.5831,21933.3811414242
2348,-801328.285,28996.7729910000,-767359.017,-817742.3156,381.234800000000,-1971.60088,742.384426666667,231.995133333333,336042660,1770.01765447667,6354229,177936.520000000,6829476,5882309.50000000,98223720,29555458,207790420,52128970,407.446100000000,88.6612300000000,764.447400000000,220.298780000000,225.092090000000,103.258710000000,1018.04200000000,100.757570000000,-200.0234,3.59709450000000,-192.06061,-211.73317,21944.2349460125
2349,-793248.8093,6573.02096400000,-767168.7126,-809673.8586,567.509400000000,-1976.648828,696.918400000000,217.787000000000,336069000,1769.55804017221,6271511,139169.470000000,6625863,5860287.50000000,98002850,30055462,242226600,57097000,354.630460000000,60.4878430000000,536.661200000000,219.827330000000,198.395110000000,85.9081400000000,556.647100000000,110.672300000000,-198.29794,2.98110340000000,-190.49216,-205.4033,21952.5224695206
2350,-788020.0116,8932.49288300000,-761336.5306,-787797.5949,357.977800000000,-1894.693652,589.618133333333,184.255666666667,336092400,1769.08179928984,6406190.50000000,156260.860000000,6795306,5994375.50000000,94433576,25004070,192578820,58396536,414.339200000000,81.1846160000000,684.807740000000,241.527010000000,242.604200000000,114.959870000000,693.738900000000,108.565796000000,-198.23271,4.15353970000000,-186.90382,-208.49786,21963.3543028832
2351,-786785.5836,9145.52614200000,-754265.6362,-790208.7691,180.046800000000,-1850.12012,417.789973333333,130.559366666667,336113540,1768.61656225977,6316233.50000000,161947.640000000,6716328.50000000,5880186.50000000,86742940,21575704,157332160,49986224,359.138060000000,72.9769700000000,536.846500000000,203.181780000000,189.965380000000,67.0466100000000,582.677060000000,101.407840000000,-198.54669,2.83041050000000,-190.83061,-204.16306,21971.6077864170
2352,-789396.3329,19997.1185860000,-753048.5955,-789809.4215,245.331600000000,-1912.80205,456.941973333333,142.794366666667,336136960,1768.14635821140,6339733,151064.390000000,6885656.50000000,5987296.50000000,108924500,38013416,287091680,57935450,364.261440000000,88.7820740000000,813.029850000000,187.362180000000,216.995510000000,117.418400000000,740.985600000000,78.4570900000000,-199.8196,3.14596030000000,-192.7223,-210.21616,21982.4498066902
2353,-786153.7053,9823.26054300000,-758212.3248,-804867.0836,431.387800000000,-1952.971094,643.360746666667,201.050233333333,336161760,1767.66923240346,6314952.50000000,147752.170000000,6735667,5953294.50000000,115641680,45800004,301476160,62141150,365.980830000000,67.0469700000000,534.187600000000,250.804920000000,187.525180000000,49.3441800000000,332.999600000000,109.346800000000,-199.67752,2.72400930000000,-193.17758,-205.50941,21990.7249407768
2354,-796015.9309,20822.9783310000,-769934.7847,-811573.8677,529.582000000000,-1782.59346,808.688426666667,252.715133333333,336186020,1767.19525621968,6345996.50000000,184689.880000000,6846610.50000000,5832999.50000000,107182260,32318986,244852060,52069550,362.712770000000,69.0906000000000,568.381350000000,208.667250000000,215.724330000000,116.262375000000,900.249630000000,96.4474500000000,-200.34236,3.18652730000000,-190.94435,-210.51228,22001.5044775009
2355,-800045.7294,11165.8067980000,-775403.9732,-835843.8185,555.321000000000,-1989.727441,854.692480000000,267.091400000000,336211360,1766.71619613670,6359629,138114.970000000,6740930,6103818.50000000,141970900,66928650,395423100,60709084,344.657700000000,61.4262900000000,510.208440000000,225.138200000000,189.942580000000,78.6030900000000,632.390440000000,106.751650000000,-199.97208,2.69342680000000,-192.7886,-205.76013,22009.7438828945
2356,-802381.6411,33303.6613280000,-779809.62,-832069.527,517.645400000000,-1696.71104,798.751040000000,249.609700000000,336236640,1766.23532292024,6340359,152120.660000000,6723096.50000000,6005527,86630410,21510830,173663380,54131180,336.085630000000,54.2755600000000,582.697270000000,208.256480000000,185.434050000000,63.7425300000000,446.902400000000,110.808230000000,-200.1693,2.88905400000000,-192.573,-206.69435,22020.5806705952
2357,-798611.132,9860.17750200000,-771459.0381,-816463.1228,424.691800000000,-1978.805078,647.840213333334,202.450066666667,336260000,1765.77404355983,6337229.50000000,154570.400000000,6695745.50000000,5910774,85922904,26000078,238444020,54716120,353.656700000000,65.5713900000000,561.196100000000,198.377470000000,193.629350000000,94.7474800000000,609.139700000000,95.9841300000000,-199.22522,2.77579020000000,-194.19804,-206.6306,22028.7779667377
2358,-787730.7785,3678.03039900000,-771712.3043,-794955.6606,272.363200000000,-1965.60205,566.889333333334,177.152916666667,336283520,1765.30924153226,6364338.50000000,153978.330000000,6717883,5987341,87782940,25118890,208423140,52770184,352.727970000000,61.4880100000000,555.912960000000,205.974950000000,186.574390000000,64.3906250000000,668.796000000000,77.5943600000000,-199.42697,3.25602840000000,-191.77063,-207.76613,22039.6786479950
2359,-792301.5302,5547.29910000000,-772915.2975,-798800.422,365.862500000000,-1947.88252,648.348320000000,202.608850000000,336307680,1764.85422270038,6390310,142873.620000000,6653815.50000000,6021796,245611860,188763780,982721500,69489760,360.263520000000,75.4007400000000,580.316650000000,209.228420000000,192.961820000000,79.7928800000000,599.052100000000,111.179200000000,-200.64833,2.58736850000000,-194.42975,-207.60014,22047.9448010921
2360,-801453.7103,12858.9360920000,-778539.565,-805031.3215,577.427400000000,-1954.64922,816.776586666667,255.242683333333,336333470,1764.39320222248,6418563,147610.780000000,6781964.50000000,6012842.50000000,109552920,64760400,417466100,52681240,387.205870000000,71.5554100000000,623.376600000000,234.381260000000,208.832490000000,81.7185440000000,603.688600000000,80.4867550000000,-200.6163,3.20515080000000,-193.6326,-209.67259,22058.8900835514
2361,-794003.8868,3516.11714520000,-775873.4798,-809251.1312,588.166200000000,-1985.693554,904.252053333333,282.578766666667,336359100,1763.92918451441,6449664.50000000,186665,6977023,6057320.50000000,78148460,21841996,227223200,50157092,392.260930000000,71.2757500000000,590.540000000000,247.724320000000,204.688280000000,76.8310300000000,593.453300000000,101.451170000000,-199.7208,3.71344180000000,-191.73997,-209.571,22067.1971163750
2362,-793806.5876,14849.1372634000,-771597.7417,-802490.0355,529.879000000000,-1986.196484,819.918080000000,256.224400000000,336384450,1763.44341880342,6392387.50000000,139617.900000000,6804021.50000000,5974687.50000000,81567820,21364450,210008980,47109624,350.817050000000,59.4135600000000,638.381700000000,224.950100000000,184.473540000000,61.4907530000000,523.901100000000,101.314330000000,-200.5582,3.09449240000000,-191.93018,-208.94623,22078.0891804695
2363,-795233.4623,10382.7180680000,-765772.7684,-823670.0322,419.301200000000,-1977.365918,806.533013333333,252.041566666667,336409100,1763.00792501343,6373893.50000000,142690.030000000,6690410.50000000,6032167.50000000,83043090,16856478,135949940,48217830,349.508060000000,61.2395630000000,504.375950000000,230.280900000000,181.808410000000,66.1047800000000,513.518100000000,97.8869600000000,-200.78079,3.62594150000000,-193.32417,-212.13522,22086.3654944897
2364,-801777.0154,39045.6285650000,-774749.148,-832327.8362,563.069200000000,-1722.40752,889.561066666666,277.987833333333,336434800,1762.52751435496,6397019,156212.060000000,6784218,5987117.50000000,94093580,44953264,347255360,51465310,345.724200000000,68.6739400000000,573.604550000000,230.611600000000,192.604890000000,65.1332600000000,497.475250000000,106.584720000000,-201.73825,2.57959600000000,-193.04204,-210.10332,22097.1994047165
2365,-802357.4932,12607.2505490000,-776289.3504,-840588.6518,685.556600000000,-1964.53711,1059.47296000000,331.085300000000,336462460,1762.05414370031,6358164,128711.370000000,6686571,6029542,89528440,29935192,235066430,54253036,295.190980000000,50.9588970000000,430.982900000000,202.470370000000,152.634840000000,31.8997360000000,262.116670000000,92.7060550000000,-199.84665,2.31860400000000,-194.6398,-205.86472,22105.4597659111
2366,-799984.5606,19005.2035980000,-773153.3766,-826444.5493,737.886000000000,-1724.54512,1013.16800000000,316.615000000000,336487800,1761.58481366510,6389555,165316.400000000,6860915,6067336,251189470,305866000,1975058200.00000,48164370,368.244450000000,106.525070000000,1175.76030000000,221.080290000000,207.937900000000,173.867500000000,2143.59520000000,98.5265500000000,-201.51662,3.69053960000000,-194.16875,-215.33728,22116.2211363316
2367,-792784.7737,25777.3313770000,-753026.529,-817063.8371,476.247400000000,-1873.1293,877.722026666667,274.288133333333,336512800,1761.10951181870,6344217.50000000,139001.970000000,6695679.50000000,6050517,97344840,39322756,255143570,56808750,327.680940000000,72.1115300000000,526.690060000000,203.077150000000,180.975310000000,76.7290950000000,592.216740000000,77.0034200000000,-202.48055,3.38910220000000,-194.53224,-209.9263,22124.4286766052
2368,-786789.3795,30645.6193390000,-749609.4375,-801297.2627,431.595400000000,-1824.96904,758.437120000000,237.011600000000,336537500,1760.63500105552,6386383,142483.030000000,6784481,5990999,93766040,31517896,290347070,52361950,339.668980000000,58.4139300000000,534.935360000000,231.402310000000,185.689420000000,84.3086400000000,593.389000000000,97.3382600000000,-201.48416,2.82427840000000,-193.71101,-211.95639,22135.2345125675
2369,-790701.6123,3155.38584400000,-762304.4221,-804218.1084,514.226800000000,-1984.81836,823.342720000000,257.294600000000,336563000,1760.15569659292,6344661,135469.770000000,6611111,6032780.50000000,100916130,36818324,222422960,61194384,310.709400000000,60.0247230000000,503.589870000000,203.217100000000,170.357640000000,57.8946380000000,401.885070000000,110.216490000000,-199.31902,2.79400230000000,-193.33252,-206.72461,22143.5154633522
2370,-801596.8187,10759.3051050000,-783082.7597,-808973.704,597.945400000000,-1905.878906,852.715413333333,266.473566666667,336587800,1759.69003618192,6398363.50000000,156281.940000000,6921733,6018567,90746100,39136656,308168580,48260468,326.389000000000,58.6772600000000,509.996030000000,197.177400000000,176.594640000000,70.8720700000000,567.128800000000,89.6832300000000,-201.86568,3.08621980000000,-194.50311,-210.45671,22154.3319902420
2371,-800574.2078,5645.78552100000,-784261.319,-818915.0999,486.669200000000,-1983.113965,885.914666666667,276.848333333333,336613760,1759.26018910459,6381624,136975.440000000,6703001,6068003,102173890,34857996,196682020,50798296,332.473700000000,61.5396270000000,467.766700000000,226.277150000000,180.080490000000,77.9525200000000,611.989100000000,92.2260740000000,-201.96484,2.67101030000000,-195.70967,-208.6428,22162.6068236828
2372,-795493.604,14432.9354450000,-777153.6046,-820148.4115,576.475400000000,-1914.562208,815.556053333333,254.861266666667,336639360,1758.81540082678,6387933.50000000,159086.060000000,6884616.50000000,5998426,82135550,23331882,207532160,45906070,348.053860000000,72.3504100000000,666.008600000000,222.227920000000,201.538600000000,84.9669340000000,584.555970000000,90.5560900000000,-201.28285,2.96384070000000,-193.25244,-209.56819,22173.4404797554
2373,-797922.1165,22315.6810330000,-769133.5862,-816493.3341,466.023000000000,-1906.96582,812.366400000000,253.864500000000,336664220,1758.36619079257,6470015,198799.730000000,7010377,5989877.50000000,88550080,19826856,175400740,57413132,405.915470000000,155.754150000000,1008.69385000000,228.010100000000,216.208400000000,98.4465940000000,568.672800000000,96.5213600000000,-202.33655,3.80415000000000,-193.49599,-211.52893,22181.7081849575
2374,-793407.8284,12878.4710760000,-768596.4439,-822426.5542,480.688600000000,-1916.718652,712.760320000000,222.737600000000,336688500,1757.93381602605,6373273,154191.900000000,6752642,5925289,91944430,36238130,345877950,54233500,323.287260000000,60.3349200000000,540.020400000000,199.740630000000,165.896870000000,53.8160630000000,504.458440000000,91.2302860000000,-201.81406,2.78881480000000,-192.487,-209.7666,22192.6011514664
2375,-799179.368,23219.4463140000,-758981.554,-806046.5796,389.714000000000,-1930.618164,558.741386666667,174.606683333333,336712740,1757.46372423619,6395753,151438.440000000,6692655,6023882,91109290,29022632,209930350,53437876,334.094420000000,66.6163300000000,503.044400000000,219.959920000000,180.469880000000,92.9488000000000,641.036870000000,80.3605960000000,-204.77313,3.11528060000000,-198.0479,-211.68645,22200.8967173100
2376,-784729.5584,15712.3777790000,-768585.9796,-811990.2816,177.237500000000,-1895.9667,676.111413333333,211.284816666667,336734460,1756.99933645147,6397909.50000000,175439.380000000,6841960.50000000,5901933.50000000,92068020,31364940,241633230,45956184,335.134400000000,72.6458360000000,543.000240000000,176.872270000000,176.376620000000,65.4131000000000,572.701000000000,84.5254500000000,-202.10867,3.45375900000000,-190.5805,-210.06364,22211.7516226769
2377,-802352.0799,6222.27294800000,-764563.6943,-797438.6625,700.757400000000,-1876.716114,698.449760000000,218.265550000000,336761820,1756.55371673542,6359352,154548.280000000,6723738.50000000,5987749.50000000,120067500,58191736,349390660,57270116,326.507630000000,71.1472550000000,691.517640000000,184.562800000000,174.997730000000,63.9132420000000,422.729200000000,91.5928960000000,-202.11086,2.87190990000000,-195.58481,-210.63016,22219.9631688595
2378,-788330.7957,10350.9925210000,-778647.1405,-806722.1407,431.598400000000,-1736.08692,832.732693333333,260.228966666667,336786500,1756.10640190165,6368377,173409.640000000,6890273.50000000,6013813,114206670,47564884,321416160,58300744,340.282530000000,82.0723600000000,736.392400000000,212.341060000000,182.789030000000,65.2916700000000,532.994800000000,79.9296900000000,-200.83269,2.91029950000000,-194.31537,-209.67923,22230.6720378399
2379,-795996.561,6574.11162300000,-768594.3063,-792001.5895,429.018000000000,-1847.230274,730.157013333333,228.174066666667,336809540,1755.67265262579,6356968,152997.380000000,6754995,6033176.50000000,89524950,19537190,170368270,54676332,317.964360000000,90.3485700000000,765.875370000000,189.656100000000,170.545970000000,77.3532940000000,539.984800000000,76.5728150000000,-203.72287,3.65121940000000,-195.97885,-214.14992,22238.9182026386
